,Name,Gender,Age,Ethnicity,Family_Status,Number_Caretakers,State_Caretakers,Number_Siblings,Order_Among_Siblings,State_Residence,Country,State_Country,State,State_State,State_School,State_Teachers,State_Classmates,Academic_Level,Grade,Academic_Passion,Years_Failed,Commute_Distance,Commute_Method,Commute_Duration,State_Commute,Work,Work_Type,State_Work,Dropout
6234,Anabel Holguín,female,51,Asian,Adopted,2,9,2,1,10,Mexico,6.317,Puebla,3,1,2,8,D+,L1,7,2,3.7,train,31,1,True,hobby,4,True
6235,Ömür Karaduman,female,25,Hispanic,Abandonned,5,5,1,1,9,Turkey,3.9480000000000004,Elazığ,2,5,6,7,A+,9,3,2,6.3,bicycle,63,10,True,repetitive labour,9,False
6236,Vsevlad Virastyuk,male,69,Arab,extended family,2,9,1,1,7,Ukraine,4.875,Dnipropetrovska,4,8,5,10,D+,10,6,0,3.8,motorbike,22,2,True,repetitive labour,9,True
6237,Eleonora Winkler,female,22,White,biological family,2,6,2,1,4,Germany,5.155,Rheinland-Pfalz,5,7,8,8,A−,8,9,2,6.8,walking,408,5,False,,,False
6238,Maddison Black,female,67,Arab,biological family,1,10,1,1,3,United Kingdom,9.064,Avon,6,2,10,3,D−,9,7,3,3.5,walking,210,4,False,,,True
6239,Thomas Williams,male,62,Arab,extended family,4,4,3,2,9,Canada,8.103,Nunavut,2,10,8,10,C+,9,10,0,2.2,bus,22,3,False,,,False
6240,مانی سلطانی نژاد,male,74,Black,Adopted,4,1,4,3,8,Iran,6.721,خراسان شمالی,5,4,3,5,A,5,7,0,1.4,train,11,5,True,family business,9,False
6241,Aria Grøndal,female,76,White,step family,1,3,1,1,10,Norway,8.392,Trøndelag,3,2,8,1,D,9,2,0,5.3,car,31,5,False,,,True
6242,Manuel Caraballo,male,77,Arab,extended family,3,10,1,1,8,Mexico,7.317,Chiapas,7,4,1,3,C+,5,1,0,17.0,taxi,113,10,False,,,True
6243,Vinjar Skogly,male,32,White,Abandonned,5,7,1,1,2,Norway,5.392,Hordaland,4,9,10,7,C,L1,5,3,22.5,bicycle,225,3,True,craftsmanship,5,True
6244,Benedicte Vikanes,female,39,Hispanic,step family,1,2,3,3,5,Norway,5.392,Sogn og Fjordane,4,6,1,7,C−,5,7,2,15.5,bicycle,155,8,False,,,False
6245,Renato Vela,male,56,Asian,Adopted,3,3,4,4,6,Mexico,8.317,Nayarit,8,8,9,7,F,13,2,3,0.9,taxi,6,4,False,,,False
6246,Ewen Bernard,male,26,Hispanic,extended family,2,9,1,1,8,France,6.69,Paris,4,5,2,9,C−,14,10,0,2.7,walking,162,1,False,,,False
6247,Sally Stephens,female,69,Arab,Adopted,1,7,1,1,4,United States,4.951,Connecticut,1,3,4,10,C,5,6,2,5.5,walking,330,1,True,repetitive labour,2,True
6248,Madison Walker,female,57,Arab,step family,5,1,1,1,9,New Zealand,5.277,Otago,3,10,3,8,C−,11,8,3,23.5,metro,352,6,True,craftsmanship,8,True
6249,Maëva Mercier,female,57,Arab,biological family,2,1,2,1,4,France,8.690000000000001,Pas-de-Calais,2,2,8,5,B,12,4,3,14.3,train,122,7,True,craftsmanship,8,True
6250,Freddie Boyd,male,73,Arab,Abandonned,4,1,4,1,6,United Kingdom,7.064,Highlands and Islands,4,10,5,7,C−,2,10,0,5.8,train,49,2,True,repetitive labour,9,False
6251,آوینا زارعی,female,37,Arab,step family,5,2,3,1,7,Iran,5.721,خراسان جنوبی,1,10,3,6,B,9,8,0,9.8,metro,147,10,True,family business,3,True
6252,Isabela Murillo,female,60,Black,biological family,2,4,4,4,7,Mexico,6.317,Durango,4,2,3,9,A,14,1,2,6.8,bus,68,6,True,family business,8,False
6253,Ferdie Beldman,male,69,White,step family,5,10,2,1,9,Netherlands,9.464,Limburg,8,3,8,7,B,13,8,3,5.4,metro,81,7,True,craftsmanship,10,False
6254,Nora Turner,female,36,Hispanic,Adopted,2,8,2,2,2,United States,6.951,Wyoming,2,10,7,6,A+,8,8,2,3.8,bus,38,2,True,family business,7,False
6255,Aino Savela,female,70,Asian,Abandonned,3,10,3,3,7,Finland,5.842,South Karelia,5,2,2,10,C,L3,9,3,16.5,taxi,110,9,True,craftsmanship,9,False
6256,Lukiya Popovich,female,74,Hispanic,step family,5,4,1,1,5,Ukraine,3.875,Kirovogradska,2,2,1,6,A−,M1,6,3,4.1,taxi,27,3,False,,,False
6257,محمدپارسا نكو نظر,male,53,Hispanic,biological family,1,6,2,2,6,Iran,5.721,سمنان,5,8,6,6,F,L1,6,2,3.4,taxi,22,10,True,hobby,6,False
6258,Vishrutha Kaur,female,52,Asian,Abandonned,2,8,1,1,6,India,4.819,Uttar Pradesh,1,1,1,6,C+,2,1,3,11.0,walking,660,6,False,,,False
6259,Johan Jean,male,38,Arab,biological family,3,10,3,1,1,Switzerland,5.571,Uri,3,4,9,5,A,2,9,0,2.5,bus,25,8,False,,,False
6260,Esma Köylüoğlu,female,73,Asian,step family,4,10,2,2,9,Turkey,3.9480000000000004,Uşak,3,9,6,5,B,2,6,1,10.7,walking,642,7,True,repetitive labour,5,False
6261,Rocío Gutiérrez,female,78,Black,biological family,1,1,2,2,5,Spain,4.491,Castilla y León,4,1,2,10,D,8,3,0,2.6,motorbike,15,8,False,,,False
6262,آوا جعفری,female,77,Hispanic,biological family,2,6,3,1,9,Iran,4.721,خوزستان,2,9,10,5,B+,14,6,1,1.0,taxi,6,5,True,repetitive labour,2,False
6263,Natanael Carvalho,male,31,Hispanic,Adopted,3,9,1,1,5,Brazil,7.33,Rondônia,2,7,5,9,C−,1,4,0,19.0,car,114,10,False,,,True
6264,Franz-Josef Zahn,male,55,White,biological family,4,4,1,1,5,Germany,8.155000000000001,Bayern,1,5,8,8,C−,11,9,2,10.4,train,89,2,True,family business,6,False
6265,Wallace Lucas,male,25,Hispanic,biological family,5,9,3,1,9,Australia,7.183,Tasmania,3,3,2,6,C+,L2,2,2,5.3,train,45,1,True,family business,5,True
6266,Cathy Coleman,female,59,Black,biological family,5,8,4,2,2,Ireland,8.085,Louth,3,8,6,3,C,12,8,3,5.6,taxi,37,7,True,repetitive labour,2,False
6267,Hazel Wright,female,46,Arab,step family,1,1,2,1,4,New Zealand,9.277000000000001,Bay of Plenty,1,10,3,6,B,14,2,0,3.1,walking,186,10,True,craftsmanship,10,True
6268,Leo Barnaby,male,53,Arab,step family,3,1,1,1,10,Canada,8.103,Newfoundland and Labrador,1,2,10,8,B,14,7,3,5.8,bicycle,58,8,True,family business,2,False
6269,Brooklyn Walker,female,32,Hispanic,Abandonned,5,2,4,2,6,New Zealand,6.277,Nelson,6,4,6,2,C,2,10,2,1.2,walking,72,7,True,repetitive labour,7,True
6270,Lidia Garnier,female,34,White,Adopted,2,9,1,1,3,Switzerland,8.571,Schaffhausen,7,10,7,5,D,12,6,0,4.5,train,38,5,False,,,False
6271,Victoria Madsen,female,53,White,biological family,5,5,1,1,7,Denmark,8.620000000000001,Nordjylland,5,4,4,3,D−,2,8,2,1.4,taxi,9,2,True,craftsmanship,3,False
6272,Mads Tax,male,77,Arab,Abandonned,3,2,2,2,4,Netherlands,9.464,Noord-Holland,1,4,8,9,A,9,9,3,14.9,bus,149,2,True,craftsmanship,2,True
6273,Alfred Larsen,male,51,Arab,Abandonned,2,8,1,1,4,Denmark,9.620000000000001,Hovedstaden,1,4,3,8,B,6,1,0,2.8,bicycle,27,4,True,craftsmanship,2,False
6274,Aprígio Souza,male,25,White,step family,1,9,1,1,6,Brazil,6.33,Piauí,2,5,1,7,A,4,6,0,22.0,metro,330,7,True,family business,1,False
6275,Nolan Legrand,male,77,Asian,biological family,2,7,2,1,8,France,7.69,Manche,6,2,6,10,C−,8,10,0,13.7,walking,822,4,False,,,False
6276,Lena Marchand,female,57,White,extended family,5,9,3,3,2,France,7.69,Finistère,1,7,9,10,B−,3,10,1,20.5,walking,1230,9,True,hobby,4,False
6277,Ranko Milutinović,male,30,Hispanic,biological family,4,5,3,3,9,Serbia,8.078,Podunavlje,7,1,5,3,D,6,3,1,9.2,car,55,5,False,,,False
6278,Candice Daniels,female,49,Hispanic,step family,3,2,2,2,6,Australia,9.183,Tasmania,4,1,6,9,C,13,8,0,11.9,walking,714,6,False,,,True
6279,Mehmet Pektemek,male,37,Hispanic,step family,4,8,2,1,4,Turkey,6.948,Muğla,3,8,10,10,B+,8,7,1,4.6,car,27,8,False,,,False
6280,Balveer Das,male,60,White,Abandonned,4,8,3,2,1,India,1.819,Daman and Diu,1,8,2,8,B+,6,3,3,21.0,motorbike,126,4,False,,,True
6281,Kavya Shukla,female,63,Black,extended family,5,4,2,2,8,India,3.819,Mizoram,3,2,7,7,B−,6,6,1,1.4,bicycle,13,6,True,hobby,7,True
6282,Samuel Aguilar,male,32,White,extended family,2,10,1,1,7,Spain,6.491,Andalucía,2,3,4,6,B,L3,4,1,24.0,train,205,2,False,,,False
6283,Zachary Williams,male,72,Arab,biological family,3,5,3,2,4,Canada,5.103,Prince Edward Island,3,7,2,8,B+,L3,8,1,2.7,walking,162,5,False,,,True
6284,Orinder Nair,male,74,Black,Abandonned,4,3,2,2,6,India,5.819,Chandigarh,5,10,5,5,B−,L3,9,1,23.5,motorbike,141,10,True,family business,9,True
6285,Yavdoha Kirilenko,female,48,Asian,step family,1,5,4,4,2,Ukraine,5.875,Ternopilska,4,7,5,2,C,4,1,3,8.3,metro,124,10,False,,,False
6286,Nikolai Reimert,male,54,Black,Abandonned,3,8,1,1,8,Netherlands,8.464,Noord-Brabant,3,4,9,4,B,L1,4,2,5.8,train,49,7,False,,,True
6287,Julio Pierce,male,72,Black,step family,4,9,2,2,4,United Kingdom,5.064,Dumfries and Galloway,1,4,8,2,F,3,6,2,10.4,motorbike,62,2,True,family business,9,True
6288,Suzy Terry,female,45,Arab,biological family,4,9,3,3,10,Ireland,7.085,Westmeath,4,1,5,6,A+,8,1,1,5.8,train,49,8,True,family business,6,False
6289,فاطمه سلطانی نژاد,female,77,Asian,Abandonned,4,9,1,1,4,Iran,5.721,یزد,1,5,4,2,C−,7,3,3,13.7,bus,137,1,False,,,False
6290,Hotyan Baybuza,male,36,Arab,Adopted,1,1,4,1,10,Ukraine,3.875,Avtonomna Respublika Krim,1,7,5,2,D−,10,7,3,12.5,bus,125,4,False,,,False
6291,Karla Hansen,female,59,Hispanic,extended family,2,8,1,1,5,Denmark,6.62,Sjælland,4,5,2,9,A−,L3,2,3,4.7,motorbike,28,3,False,,,False
6292,Aada Lampi,female,44,Asian,step family,2,8,2,2,1,Finland,7.842,Satakunta,7,1,1,8,D,6,5,0,4.7,walking,282,2,True,repetitive labour,1,False
6293,Anaizi Barros,female,46,Asian,Adopted,3,2,3,2,3,Brazil,8.33,Tocantins,4,8,4,1,A−,12,6,3,5.9,taxi,39,1,False,,,False
6294,Phoebe Patel,female,43,Arab,extended family,3,3,4,4,2,New Zealand,8.277000000000001,Hawke'S Bay,5,8,9,7,C−,1,2,3,5.1,car,30,2,False,,,False
6295,Veronica Henderson,female,38,White,extended family,5,4,3,1,10,Australia,6.183,New South Wales,6,8,1,4,D+,11,8,0,19.5,walking,1170,5,True,family business,3,True
6296,Nevaeh Lewis,female,73,White,Abandonned,1,7,1,1,4,New Zealand,7.277,Taranaki,3,10,1,8,B+,6,9,3,24.5,car,147,2,True,hobby,5,False
6297,Daria Simon,female,25,White,Adopted,4,6,4,3,10,Switzerland,5.571,Valais,1,5,1,6,A−,7,4,2,6.5,motorbike,39,6,False,,,True
6298,Scarlett Mason,female,41,White,step family,3,2,4,2,3,Australia,7.183,South Australia,2,10,5,7,F,9,7,1,0.9,car,5,9,False,,,True
6299,Petar Muller,male,69,White,Abandonned,4,10,1,1,10,Switzerland,6.571,Ticino,4,5,10,10,C,6,10,3,5.1,metro,76,4,True,hobby,2,False
6300,Gonca Tanrıkulu,female,71,Hispanic,extended family,1,1,4,4,3,Turkey,4.948,Çanakkale,3,2,2,5,C,10,8,2,20.0,bicycle,200,4,True,repetitive labour,1,False
6301,Vassa Yanevich,female,73,Arab,Adopted,4,4,3,1,8,Ukraine,4.875,Kiyivska,1,9,10,3,D−,10,10,2,5.4,bus,54,6,False,,,False
6302,Maria Reynolds,female,68,Black,step family,3,3,1,1,10,United Kingdom,5.064,Tayside,1,3,9,3,C,8,7,1,2.5,train,21,9,False,,,True
6303,Deniz Tütüncü,female,28,Black,Abandonned,3,3,3,3,9,Turkey,2.9480000000000004,Sinop,2,3,8,8,D−,12,3,1,6.2,bus,62,1,True,hobby,8,False
6304,Swantje Schön,female,23,Asian,step family,4,10,4,3,8,Germany,6.155,Rheinland-Pfalz,3,2,1,1,D+,10,7,0,5.7,metro,85,8,False,,,True
6305,Ignjatije Lapčević,male,34,Arab,Adopted,3,1,3,1,1,Serbia,4.078,Nišava,2,7,4,1,C+,14,1,1,18.0,metro,270,2,True,craftsmanship,6,False
6306,Nash Joling,male,69,Black,Abandonned,4,2,1,1,1,Netherlands,5.464,Zeeland,5,5,2,4,A−,12,5,3,14.6,train,125,9,True,family business,3,False
6307,Araceli Ulloa,female,44,Black,biological family,2,5,3,1,9,Mexico,6.317,Zacatecas,1,10,7,4,A+,M2,4,2,1.8,bicycle,18,9,True,craftsmanship,1,False
6308,Rosemarie Kress,female,73,Arab,Abandonned,4,9,2,2,1,Germany,5.155,Bremen,5,6,8,3,C,13,5,2,3.3,taxi,22,4,True,craftsmanship,9,True
6309,Nils Legrand,male,64,Asian,step family,2,3,2,2,8,France,6.69,Sarthe,1,10,5,3,B−,1,10,1,7.4,bus,74,3,True,family business,8,True
6310,Bryan Harris,male,65,Hispanic,extended family,3,3,1,1,1,United States,4.951,Colorado,3,5,6,6,D,7,5,3,5.3,walking,318,5,True,craftsmanship,8,True
6311,Maja Olsen,female,36,Black,Abandonned,2,10,3,2,5,Denmark,8.620000000000001,Hovedstaden,7,5,7,8,A,12,2,0,21.5,bus,215,5,False,,,True
6312,Avram Karadžić,male,60,Hispanic,extended family,4,9,2,2,10,Serbia,4.078,Prizren,1,8,5,9,B−,L2,6,2,13.1,bus,131,10,False,,,True
6313,Signe Sørensen,female,73,Asian,Adopted,5,10,3,1,7,Denmark,8.620000000000001,Nordjylland,3,2,9,6,C,14,3,2,2.1,metro,31,8,True,hobby,8,True
6314,Kasper Møller,male,38,Hispanic,Abandonned,5,3,1,1,6,Denmark,7.62,Syddanmark,5,2,2,6,C+,9,5,3,11.0,metro,165,4,False,,,True
6315,Lea Patel,female,67,Arab,Adopted,2,8,2,1,6,Canada,7.103,Québec,6,9,7,4,C+,13,9,3,24.0,bus,240,2,True,repetitive labour,9,True
6316,Emre Öztürk,male,35,Arab,Adopted,2,10,1,1,8,Turkey,6.948,Kırklareli,2,10,3,7,C−,5,5,1,14.9,bicycle,149,6,False,,,False
6317,Julieta da Rocha,female,40,White,biological family,3,3,1,1,6,Brazil,5.33,Piauí,5,5,1,5,D,9,6,3,7.7,bicycle,77,7,False,,,False
6318,Desimir Jeremić,male,42,Black,Adopted,1,8,2,2,9,Serbia,8.078,Moravica,5,1,2,10,D,12,7,0,13.4,taxi,89,6,False,,,True
6319,Wieke Verdijk,female,22,Hispanic,biological family,1,2,2,2,7,Netherlands,7.464,Zuid-Holland,1,8,1,5,C+,2,7,2,9.5,taxi,63,2,True,family business,8,True
6320,Gerhart Piller,male,70,Hispanic,biological family,3,7,2,1,7,Germany,9.155000000000001,Rheinland-Pfalz,3,6,7,2,D,14,6,3,12.8,bus,128,3,False,,,False
6321,ثنا پارسا,female,57,White,extended family,3,2,3,1,10,Iran,2.721,کهگیلویه و بویراحمد,2,8,4,9,A,L2,5,0,20.5,car,122,4,False,,,True
6322,Ángel Sáez,male,40,Hispanic,step family,4,10,4,2,7,Spain,5.491,Navarra,2,1,3,7,A−,L1,6,3,23.0,taxi,153,8,False,,,False
6323,Siniša Dinčić,male,49,Hispanic,extended family,1,3,2,2,2,Serbia,5.078,Moravica,4,5,10,4,C,1,3,2,5.1,motorbike,30,8,True,hobby,6,True
6324,Safa Østgård,female,67,Black,step family,5,10,3,2,9,Norway,7.392,Telemark,5,8,7,9,C−,M2,5,0,3.0,bus,30,8,False,,,False
6325,Dean Baker,male,36,Arab,step family,3,10,3,2,7,Australia,9.183,Australian Capital Territory,9,3,9,7,B,1,5,1,1.4,taxi,9,4,False,,,True
6326,Stacy Oliver,female,58,Arab,biological family,5,5,3,2,7,Australia,8.183,Northern Territory,1,1,5,6,B−,3,2,0,14.9,taxi,99,3,True,hobby,2,True
6327,Bojoura Maessen,female,63,Asian,step family,3,4,3,3,2,Netherlands,8.464,Noord-Brabant,3,8,7,7,D+,5,2,2,2.1,bicycle,21,5,False,,,False
6328,Sharmarke Oprins,male,65,Black,biological family,3,9,2,1,10,Netherlands,6.464,Zuid-Holland,2,5,1,8,A−,8,4,3,5.3,taxi,35,5,False,,,True
6329,Sofia Lavoie,female,38,Arab,biological family,1,6,1,1,4,Canada,5.103,Nova Scotia,4,8,10,2,D,9,10,3,10.7,car,64,1,True,repetitive labour,2,False
6330,Marichka Miroshnichenko,female,47,Arab,extended family,3,2,2,1,7,Ukraine,3.875,Poltavska,2,7,7,8,B+,L2,4,1,5.1,motorbike,30,9,False,,,True
6331,Maurice Holmes,male,60,Hispanic,Abandonned,5,7,2,1,10,Ireland,7.085,Wexford,4,5,1,6,C,5,5,2,8.6,taxi,57,1,True,repetitive labour,2,True
6332,Gül Kuzucu,female,36,Arab,Adopted,1,4,2,1,7,Turkey,4.948,Bitlis,1,6,6,7,C+,L3,1,1,4.1,car,24,4,True,craftsmanship,4,True
6333,Luis Boyer,male,31,Arab,Abandonned,3,1,3,3,2,France,5.69,Var,3,8,6,8,A+,12,6,0,23.0,bus,230,3,True,hobby,8,True
6334,اميرعلي یاسمی,male,52,Asian,Abandonned,4,5,2,2,1,Iran,3.721,بوشهر,1,6,6,9,D+,8,7,1,6.2,car,37,2,False,,,True
6335,Angela Curtis,female,27,Black,extended family,5,8,2,2,8,Ireland,9.085,Cavan,3,3,4,9,D−,M1,1,3,2.2,taxi,14,2,False,,,False
6336,Laly Charles,female,65,White,Adopted,1,7,4,3,3,France,6.69,Gard,2,5,9,4,D−,7,10,3,8.9,walking,534,5,True,hobby,7,False
6337,Pearl Long,female,69,White,Adopted,1,2,3,2,4,Australia,6.183,Northern Territory,5,2,9,7,D−,L3,9,1,0.5,walking,30,3,False,,,True
6338,Mitchell Hill,male,62,White,Abandonned,2,2,4,2,2,Ireland,8.085,Offaly,6,9,3,9,A−,L3,7,1,6.8,bicycle,68,10,True,family business,6,False
6339,Aubri da Costa,male,66,Arab,Abandonned,2,6,4,1,9,Brazil,4.33,Amapá,4,2,1,3,A,L1,2,3,5.6,taxi,37,1,True,repetitive labour,10,True
6340,Rusana Lenkevich,female,52,White,Abandonned,1,1,3,3,1,Ukraine,3.875,Volinska,3,2,9,4,C−,14,2,2,1.0,metro,15,5,True,craftsmanship,8,True
6341,Maximilian Brunet,male,40,Arab,extended family,1,3,2,1,1,Switzerland,9.571,Valais,1,10,5,9,D,14,10,1,6.5,walking,390,9,False,,,False
6342,Nathalie Budde,female,66,Asian,step family,5,5,2,1,4,Germany,6.155,Bayern,5,4,6,4,B−,8,5,2,2.3,walking,138,5,True,hobby,2,True
6343,Agripina Zhalilo,female,66,Arab,Adopted,4,5,4,1,8,Ukraine,3.875,Chernivecka,1,4,5,2,A,10,7,3,2.4,train,20,8,True,family business,9,False
6344,Isabel Zamora,female,48,Arab,Abandonned,1,9,3,2,4,Mexico,4.317,Queretaro,3,9,2,10,C+,M2,5,1,1.2,motorbike,7,2,True,craftsmanship,10,True
6345,Aquil da Mata,male,22,Hispanic,Abandonned,1,6,2,1,5,Brazil,7.33,Rio de Janeiro,6,10,1,3,C,2,6,3,4.6,walking,276,8,False,,,True
6346,Harsh Chatterjee,male,37,Arab,Abandonned,1,2,2,1,9,India,5.819,Chhattisgarh,2,3,6,5,C−,7,10,2,21.0,bicycle,210,1,True,hobby,7,False
6347,Siddharth Shet,male,33,Arab,biological family,5,4,3,1,6,India,5.819,Punjab,5,4,2,10,A+,1,3,3,12.8,motorbike,76,4,True,craftsmanship,7,True
6348,Zoran Tešić,male,46,Arab,Abandonned,5,6,2,2,3,Serbia,7.078,Rasina,6,4,7,3,B,7,5,0,13.4,bus,134,4,True,craftsmanship,2,False
6349,Shelly Dunn,female,71,Asian,extended family,3,9,3,2,2,United States,6.951,Pennsylvania,2,2,9,3,A,5,10,2,1.6,metro,24,2,True,hobby,8,True
6350,Karl Edwards,male,75,White,step family,5,4,4,1,2,United States,5.951,Ohio,3,5,2,9,D,5,2,0,1.5,car,9,10,True,family business,9,False
6351,Jack Evans,male,43,Black,step family,5,5,2,2,10,New Zealand,5.277,Marlborough,3,3,7,2,C+,M1,5,3,2.8,metro,42,4,True,family business,8,False
6352,میلاد موسوی,male,47,Arab,step family,1,6,4,2,4,Iran,5.721,همدان,2,1,9,6,A,7,10,1,15.0,car,90,1,True,repetitive labour,5,True
6353,Anália Nunes,female,41,Hispanic,extended family,2,8,1,1,3,Brazil,4.33,Rondônia,1,2,3,5,C+,1,1,2,7.4,motorbike,44,6,True,repetitive labour,2,True
6354,Marc Newman,male,43,Hispanic,step family,3,9,1,1,9,United States,6.951,Hawaii,2,2,3,10,A−,14,1,2,0.9,train,7,10,False,,,True
6355,Dan Heidemann,male,72,Arab,Adopted,3,9,4,3,2,Germany,6.155,Niedersachsen,3,9,6,1,B,3,9,0,13.7,walking,822,8,True,family business,2,False
6356,Goricvit Pisnyachevskiy,male,63,Hispanic,biological family,1,8,3,1,7,Ukraine,6.875,Volinska,1,10,3,6,C+,5,1,3,10.1,car,60,5,True,hobby,8,False
6357,Batur Sözeri,male,53,Black,biological family,2,1,3,2,1,Turkey,3.9480000000000004,Sivas,1,1,10,1,C−,M2,10,0,3.8,taxi,25,2,True,family business,7,True
6358,Dylan Lévesque,male,70,Black,biological family,3,7,1,1,6,Canada,6.103,Nova Scotia,3,4,1,8,F,11,10,1,21.5,train,184,4,True,hobby,6,False
6359,Zemfira Chumachenko,female,74,Asian,extended family,4,4,4,2,3,Ukraine,3.875,Chernivecka,1,9,10,7,B,9,8,3,6.1,bus,61,2,False,,,False
6360,Oriyanka Nesterenko,female,74,Hispanic,step family,4,8,3,3,10,Ukraine,6.875,Sumska,1,2,10,4,C+,M2,8,2,5.0,bus,50,2,True,repetitive labour,10,False
6361,Nadia Granados,female,40,Asian,biological family,3,3,3,1,3,Mexico,7.317,Chihuahua,6,1,10,1,B,3,9,0,4.8,bicycle,47,7,False,,,False
6362,Elise Gautier,female,59,Arab,extended family,3,2,4,3,2,France,6.69,Creuse,4,1,4,1,B−,9,2,3,8.3,walking,498,2,True,craftsmanship,6,True
6363,پارمیس کریمی,female,75,White,Adopted,1,1,3,3,9,Iran,5.721,آذربایجان غربی,1,3,5,4,F,2,10,0,9.5,train,81,2,False,,,True
6364,Jeppe Jørgensen,male,66,Hispanic,biological family,1,5,2,2,3,Denmark,5.62,Sjælland,1,2,6,5,C+,M1,10,1,0.8,car,4,2,False,,,False
6365,Rose Johnson,female,75,Black,Adopted,4,8,3,2,3,New Zealand,7.277,Manawatu-Wanganui,2,3,1,6,F,L2,10,3,4.3,motorbike,25,6,False,,,True
6366,Ava Margaret,female,70,Arab,Adopted,1,8,4,2,8,Canada,9.103,British Columbia,2,1,1,10,C−,14,8,2,5.7,metro,85,3,False,,,True
6367,Kathleen Reyes,female,35,Asian,step family,2,6,3,3,9,Ireland,8.085,Monaghan,3,1,10,8,B,L3,3,1,21.5,bus,215,8,True,craftsmanship,10,True
6368,Balder Le,male,44,Black,step family,5,6,2,1,2,Norway,8.392,Oslo,6,8,3,2,A−,L2,9,0,4.3,taxi,28,3,False,,,False
6369,Mia Hernandez,female,49,Asian,Adopted,1,10,4,3,8,United States,7.951,Wyoming,3,3,8,9,D,12,8,3,4.0,bus,40,1,True,hobby,6,True
6370,Dragica Kovač,female,38,Asian,Adopted,3,2,4,1,4,Serbia,6.078,North Banat,1,6,10,1,B+,L2,5,2,5.9,bicycle,59,5,False,,,False
6371,Dianne Allen,female,75,Asian,extended family,2,6,2,2,6,Australia,9.183,Western Australia,7,1,10,3,D,13,9,2,20.5,train,175,9,False,,,False
6372,Arthur Jones,male,40,White,step family,1,2,2,2,2,Canada,8.103,Alberta,4,5,2,9,C+,11,9,1,4.5,bicycle,45,6,True,hobby,10,True
6373,Fanny Lefevre,female,64,Hispanic,Adopted,4,5,1,1,9,France,7.69,Haut-Rhin,7,3,8,4,D−,11,10,1,4.8,train,41,1,True,hobby,5,True
6374,Lucas Rasmussen,male,74,Arab,step family,2,4,1,1,3,Denmark,5.62,Midtjylland,3,7,5,9,C,7,7,2,24.5,car,147,10,True,repetitive labour,8,True
6375,Julio Corrales,male,34,Asian,Abandonned,2,8,3,2,10,Mexico,6.317,Aguascalientes,5,7,10,10,A+,M1,5,0,5.8,metro,87,6,False,,,False
6376,Chestislav Shimchuk,male,49,White,biological family,2,6,4,4,2,Ukraine,3.875,Cherkaska,3,3,3,8,D−,M2,4,2,2.3,walking,138,2,False,,,False
6377,Tika Schenkel,female,23,Hispanic,extended family,3,7,1,1,10,Netherlands,9.464,Zeeland,9,1,5,7,D,M1,5,3,23.0,bicycle,230,5,False,,,True
6378,Leah Little,female,55,Arab,Abandonned,3,10,1,1,2,United Kingdom,5.064,West Glamorgan,5,7,8,3,D−,12,9,3,10.1,taxi,67,8,False,,,True
6379,Asma Schultz,female,54,White,Abandonned,5,4,3,2,4,Norway,6.392,Sogn og Fjordane,6,4,2,8,D,4,1,0,3.5,metro,52,7,True,craftsmanship,10,False
6380,Etienne Martin,male,22,Black,step family,3,1,3,1,2,Canada,8.103,Alberta,5,3,3,4,D+,M2,4,3,8.3,metro,124,1,False,,,False
6381,Aron Ballestad,male,45,Hispanic,extended family,4,3,3,1,3,Norway,6.392,Oslo,4,6,5,5,B,11,2,1,1.4,taxi,9,5,True,hobby,2,True
6382,Jacinto Tejeda,male,56,White,step family,4,2,4,3,8,Mexico,7.317,Michoacan,5,10,9,10,B,7,1,0,11.3,motorbike,67,8,False,,,False
6383,Joyce Barnett,female,53,Hispanic,Abandonned,5,3,1,1,6,United States,8.951,Tennessee,1,5,10,4,A+,M2,3,3,18.0,car,108,1,False,,,False
6384,Gregory Watson,male,65,Black,step family,4,10,1,1,8,United States,4.951,Tennessee,3,5,3,2,D−,7,6,1,14.3,bicycle,143,9,True,hobby,1,False
6385,Naime Leek,female,64,Arab,Abandonned,2,9,2,2,2,Netherlands,6.464,Flevoland,5,4,4,1,C+,14,10,2,23.0,taxi,153,6,True,repetitive labour,1,False
6386,Rinke Tuinman,male,36,White,Abandonned,3,4,3,1,4,Netherlands,6.464,Noord-Brabant,3,5,1,8,D,M1,4,1,23.0,motorbike,138,10,True,repetitive labour,3,False
6387,Florence Sanders,female,74,Black,biological family,1,7,2,2,10,Ireland,7.085,Mayo,6,10,3,3,C+,5,2,1,4.4,metro,66,4,False,,,False
6388,Van Guerin,male,54,White,biological family,1,7,1,1,9,Switzerland,8.571,Bern,4,6,6,5,A,L3,2,3,2.6,train,22,10,True,hobby,8,False
6389,Ida Gerard,female,34,Arab,biological family,2,8,1,1,8,Switzerland,8.571,St. Gallen,7,7,5,2,C−,M1,6,0,10.1,bus,101,3,True,craftsmanship,7,False
6390,آوا حیدری,female,26,White,Abandonned,3,3,2,1,8,Iran,6.721,اردبیل,3,4,10,9,C+,14,8,2,19.5,taxi,130,10,False,,,True
6391,Kenzi Carpenter,female,60,Black,step family,4,9,2,1,5,United States,5.951,New Hampshire,5,8,5,3,C−,4,7,3,4.0,metro,60,10,True,family business,6,True
